id;name;street_address;latitude;longitude;phone;email;website;facebook;slug;opening_hours_monday;opening_hours_tuesday;opening_hours_wednesday;opening_hours_thursday;opening_hours_friday;opening_hours_saturday;opening_hours_sunday;opening_hours_description;happy_hours_monday;happy_hours_tuesday;happy_hours_wednesday;happy_hours_thursday;happy_hours_friday;happy_hours_saturday;happy_hours_sunday;happy_hours_description;is_published;is_closed;created_at;updated_at;has_free_wifi;has_air_conditioning;has_television;has_darts;has_foosball;has_pinball;has_pool;has_terrace;has_handicap_access;city_id;postal_code;has_food;offers_description;has_dog_policy;has_board_games;has_live_music;has_dj_set;instagram;description;offers_slogan;capacity_inside;capacity_outside;is_claimed;has_offers;has_take_away;premium_hours_monday;premium_hours_tuesday;premium_hours_wednesday;premium_hours_thursday;premium_hours_friday;premium_hours_saturday;premium_hours_sunday;public_transports_updated_at;secret_key
5373;Browns;1 York St;53,481085;-2,24134;4,42E+11;NULL;http://browns-restaurants.co.uk;https://www.facebook.com/brownsmcr;browns-1;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;10:00/22:00;10:00/22:00;NULL;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M2 2AW;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/brownsbrasserie/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;9c5f25532368dab42b72cb55de07c845
5374;Bunny Jacksons;1 Jack Rosenthal St;53,473265;-2,246057;NULL;NULL;http://bunnyjacksons.co.uk;https://www.facebook.com/bunnyjacksons;bunny-jacksons;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;12:00/17:00;12:00/17:00;12:00/17:00;12:00/17:00;12:00/17:00;12:00/17:00;12:00/17:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M15 4RA;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/bunnyjacksonsmcr/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;b37997f180a74858c026f008870e74e7
5375;Café Beermoth;Brown St;53,481905;-2,241679;4,42E+11;NULL;http://beermoth.co.uk;https://www.facebook.com/cafebeermoth;cafe-beermoth;NULL;15:00/22:00;15:00/22:00;15:00/22:00;12:00/22:00;12:00/22:00;13:00/21:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;38;M2 1DA;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/cafebeermoth/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;4d0946c89976ba66564e76dfbcce02d2
5376;Cafe Football;99 Sir Matt Busby Way, Old Trafford;53,464352;-2,289206;4,42E+11;NULL;http://cafe-football.com;https://www.facebook.com/cafefootballOT;cafe-football;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M16 0SZ;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;b12825443364d219de7c0dbc762ee56b
5377;Cane & Grain;49, 51 Thomas St;53,4839833;-2,2364366;4,42E+11;NULL;http://caneandgrain.co.uk;https://www.facebook.com/caneandgrainmcr;cane-grain;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M4 1NA;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/caneandgrain/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;00f347b43e67088229f96331b053e1f3
5378;Canto;Cutting Room Square, Blossom St;53,484023;-2,229334;4,42E+11;NULL;http://cantorestaurant.com;https://www.facebook.com/cantomcr;canto;NULL;NULL;10:00/03:00;17:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M4 5DH;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/cantomcr;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;0e6d050e18d6931899c8cbbf8d019882
5379;Cape to Cuba.;429 Bury New Rd;53,532082;-2,284871;NULL;NULL;http://capetocuba.co.uk;https://www.facebook.com/capetocuba.uk;cape-to-cuba;NULL;NULL;17:00/00:00;17:00/00:00;17:00/00:00;12:00/00:00;12:00/23:30;NULL;NULL;NULL;18:00/19:00;18:00/19:00;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M25 1AF;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/capetocubauk/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;51375cc3e7ece72751ef9b66b4393549
5380;Cask;29 Liverpool Rd;53,476003;-2,25287;4,42E+11;NULL;http://cask-pub.business.site;https://www.facebook.com/pages/Cask/154795084548913/;cask;16:00/22:00;16:00/22:00;16:00/22:00;16:00/22:00;12:00/22:00;16:00/22:00;16:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M3 4NQ;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;20543bc39e19d4dadfacdf0aad808fd5
5381;The Castle Hotel;66 Oldham St;53,483356;-2,234089;4,42E+11;NULL;http://thecastlehotel.info;https://www.facebook.com/castlehotelmanchester;the-castle-hotel;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/02:00;12:00/02:00;12:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M4 1LE;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;deaec9f127138041579c4735b6f8a541
5382;Chez Mal;Malmaison Manchester, 1-3 Piccadilly;53,481814;-2,237805;4,42E+11;NULL;http://malmaison.com;https://www.facebook.com/pages/Chez%20Mal/862830600551380/;chez-mal;07:00/10:00-12:00/14:30-17:00/22:30;07:00/10:00-12:00/14:30-17:00/22:30;07:00/10:00-12:00/14:30-17:00/22:30;07:00/10:00-12:00/14:30-17:00/22:30;07:00/10:00-12:00/14:30-17:00/23:00;08:00/11:00-12:30/16:00-17:00/23:00;08:00/11:00-12:30/16:00-18:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 1LZ;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;6b1514a09d5d25bb5b0bdc75b204078d
5383;Chill#96;96 Portland St;53,477796;-2,241005;4,42E+11;NULL;http://restaurants.accorhotels.com;https://www.facebook.com/Chill96Manchester;chill-96;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;07:00/23:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 4JY;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/chill96manchester/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;798b7c4ef9b316c062746bde809ce0a7
5384;Churchills;37 Chorlton St.;53,477754;-2,236095;4,42E+11;NULL;NULL;https://www.facebook.com/Churchillsmcr;churchills-1;14:00/02:00;17:00/02:00;14:00/02:00;14:00/02:00;12:00/04:00;12:00/04:00;14:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 3HN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;d01c20f475488326f757dcd0508f6914
5385;City Road Inn;14 Albion St;53,474033;-2,248397;4,42E+11;NULL;NULL;https://www.facebook.com/pages/City%20Road%20Inn/150972228266499/;city-road-inn;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;1;1;NULL;NULL;1;NULL;NULL;38;M1 5NZ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;62da5feadbe67ab28ea1350e286077fa
5386;Cloud 23;Beetham Tower, 303 Deansgate;53,475054;-2,251222;4,42E+11;NULL;http://cloud23bar.com;https://www.facebook.com/Cloud23Bar;cloud-23;NULL;NULL;NULL;16:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M3 4LQ;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/cloud23bar/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;3f77cf03602c75f3eeea9863ce7667c6
5387;CBRB;101-103 Oldham St;53,483636;-2,234515;4,42E+11;NULL;http://cbrbmcr.com;https://www.facebook.com/cocktailbeerramenbun;cbrb;NULL;NULL;17:00/22:00;17:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M4 1LW;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/cbrb_mcr/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;26f649f448f196e521ddfbae1b8878a4
5388;Common;39-41 Edge St;53,484289;-2,236086;4,42E+11;NULL;http://aplacecalledcommon.co.uk;https://www.facebook.com/Commonbar;common;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;16:00/19:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M4 1HW;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/common_bar/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;7cbac1b85e8b14cc3598987113ae0aec
5389;Company Bar;26 Richmond St;53,477321;-2,237193;4,42E+11;NULL;NULL;https://www.facebook.com/ManchesterCompanyBar;company-bar;20:00/02:00;20:00/02:00;20:00/02:30;20:00/02:30;18:00/05:00;20:00/05:00;20:00/02:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 3NB;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;3bf1c13b757ea7636566221c88381d68
5390;Convenience Store;100-102 High St;53,484467;-2,236841;4,42E+11;NULL;http://conveniencestorenq.com;https://www.facebook.com/CONstoreNQ;convenience-store;NULL;NULL;00:00/01:00-17:00/01:00;17:00/01:00;12:00/03:00;12:00/03:00;12:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M4 1HP;NULL;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/Buymoreshit/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:29;e09ecad1005a564016ba0e14e7d82675
5391;Cooper Hall;Sevendale House, 7 Dale St;53,482366;-2,234581;4,42E+11;NULL;http://cooperhall.co.uk;https://www.facebook.com/Cooper-Hall-1838376226400133;cooper-hall;NULL;NULL;NULL;16:00/00:00;16:00/02:00;14:00/02:00;NULL;NULL;NULL;NULL;NULL;16:00/20:00;16:00/20:00;14:00/20:00;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M1 1JA;NULL;NULL;NULL;NULL;1;1;https://www.instagram.com/cooperhallmcr/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;6e752281c633d1789279cac90095d535
5392;Corbieres Wine Cavern;2 Half Moon St;53,481925;-2,244798;4,42E+11;NULL;NULL;https://www.facebook.com/corbiereswinebar;corbieres-wine-cavern;12:00/23:00;12:00/23:00;12:00/23:00;12:00/23:00;12:00/00:00;12:00/00:00;14:00/22:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;38;M2 7PB;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;b2eccf83070fcad618df8dc8b621ab3b
5393;Cottonopolis;16 Newton St;53,481184;-2,233477;4,42E+11;NULL;http://cottonopolis-nq.com;https://www.facebook.com/cottonopolisfoodandliquor;cottonopolis;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 2AE;1;NULL;NULL;NULL;1;1;https://www.instagram.com/cottonopolis_manchester/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;82d1ed5e63501f3675e4c38f5f557e8c
5394;Crafty Pig;4 Oldham St;53,481898;-2,236058;4,42E+11;NULL;http://thecraftypigmanchester.co.uk;https://www.facebook.com/thecraftypigmcr;crafty-pig;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M1 1JQ;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/theCraftyPigMCR/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;7b82bb550074a60cadb5b3260f74db81
5395;Crazy Pedro's NQ;Short St;53,482435;-2,236254;4,42E+11;NULL;http://crazypedros.co.uk;https://www.facebook.com/pages/Crazy%20Pedro's%20Part%20Time%20Pizza%20Parlour%20Northern%20Quarter/337082453323730/;crazy-pedros-nq;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;17:00/21:00;NULL;17:00/21:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;38;M4 1AA;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;457d7cee034575b7c53d77e20bc1f984
5396;Crompton's at The Waterside;1 Parrin Ln;53,491519;-2,357683;4,42E+11;NULL;http://watersidebarrestaurant.com;https://www.facebook.com/pages/Crompton's%20at%20the%20Waterside/581320742355038/;cromptons-at-the-waterside;NULL;12:00/21:00;12:00/21:00;12:00/21:00;12:00/21:30;09:00/11:00-12:00/21:30;09:00/11:00-12:00/19:45;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M30 8AN;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;c8a7f34285d4054972be70b157acdf66
5397;Crown & Anchor;6 Cateaton St;53,484604;-2,244708;4,42E+11;NULL;http://joseph-holt.com;https://www.facebook.com/OfficialCrownandAnchor;crown-anchor;11:00/21:00;11:00/21:00;11:00/21:00;11:00/21:00;11:00/22:00;11:00/22:00;11:00/19:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M3 1SQ;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;900794516f2e196dadf12fab48dda1e0
5398;Cruz 101;101 Princess St, The;53,4772188;-2,2396365;4,42E+11;NULL;http://cruz101.com;https://www.facebook.com/cruz101manchester;cruz-101;NULL;NULL;23:59/05:00;23:30/05:00;23:00/06:00;23:00/07:00;23:59/05:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 6DD;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;8f39e92ee200a1d8d31d7e0fb665e1b1
5399;Cuckoo;395-397 Bury New Rd;53,530593;-2,283382;4,42E+11;NULL;http://cuckoobar.co.uk;https://www.facebook.com/cuckooprestwich;cuckoo-1;NULL;09:00/22:00;09:00/22:00;09:00/22:00;09:00/22:30;10:00/22:30;10:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M25 1AW;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;6359bc4de7fdacb55d1b69862e9c161c
5400;Didsbury;852 Wilmslow Rd;53,410269;-2,230937;4,42E+11;NULL;http://chefandbrewer.com;https://www.facebook.com/TheDidsbury;didsbury;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M20 2SG;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;832937b08fa5734a1001785cfdd1431e
5401;Dirty Martini;1 Peter St;53,478384;-2,248876;4,42E+11;NULL;http://dirtymartini.uk.com;https://www.facebook.com/dirtymartinimanchester;dirty-martini-1;15:00/22:00;15:00/22:00;15:00/22:00;15:00/22:00;14:00/22:00;12:00/22:00;12:00/22:00;NULL;15:00/20:00;15:00/20:00;15:00/20:00;15:00/20:00;12:00/20:00;12:00/18:00;12:00/20:00;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M2 5QR;1;NULL;NULL;NULL;NULL;1;https://www.instagram.com/dirty_martiniuk/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;b33f6fbd02b524473e027d3b16334961
5402;Dog & Partridge Failsworth;Failsworth;53,501795;-2,140255;4,42E+11;NULL;http://dogpartridgepub.co.uk;https://www.facebook.com/TheDogAndPartridgeAtFailsworth;dog-partridge-failsworth;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M35 9NP;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;38c040b332fdd78ebdb7881bd6e5aa5d
5403;Don Giovanni;1-2, Peter House, Oxford St;53,4770147;-2,2437502;4,42E+11;NULL;http://dongiovanni.uk.com;https://www.facebook.com/DonGiovanniMcr;don-giovanni;12:00/23:00;12:00/23:00;12:00/23:00;12:00/23:00;12:00/23:30;12:00/23:30;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 5AN;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;5924082541b676cf9b56c40bea0180c5
5404;Double Down;21 Hilton St;53,482998;-2,234421;4,48E+11;NULL;NULL;https://www.facebook.com/Double-Down-Manchester-100951114672343;double-down;NULL;NULL;17:00/00:00;17:00/01:00;17:00/02:00;17:00/02:00;17:00/00:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 1JJ;NULL;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/doubledownbar/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;01f9aaf62946865b68540854ad5fa560
5405;Ducie Streert;Ground Floor, Warehouse, Ducie St;53,479193;-2,231131;4,42E+11;NULL;http://duciestreet.com;https://www.facebook.com/Duciestreet;ducie-streert;08:00/20:00;08:00/20:00;08:00/20:00;08:00/21:00;08:00/22:00;08:00/22:00;08:00/20:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M1 2TP;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/duciestreet/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;2a787b8d08d684b0484d276bdce9ebd2
5406;Dukes 92;18 - 25 Castle St;53,474452;-2,254757;4,42E+11;NULL;http://dukes92.com;https://www.facebook.com/dukes92;dukes-92;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;38;M3 4LZ;1;NULL;NULL;NULL;1;NULL;https://www.instagram.com/dukes_92/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;148c4d416cbb3049ae1203b54c070445
5407;Dusk Til Pawn;Stevenson Square;53,482871;-2,233936;4,42E+11;NULL;http://dusktilpawn.co.uk;https://www.facebook.com/Dusktilpawn;dusk-til-pawn;NULL;16:00/00:00;16:00/00:00;16:00/00:00;16:00/00:00;14:00/00:00;14:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;38;M1 1DN;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;be39bb4ea4fc81463cbeec89b33ec5b4
5408;Eagle Inn;19 Collier St ;53,48726;-2,251128;4,42E+11;NULL;http://eagleinn.info;https://www.facebook.com/eagleinnsalford;eagle-inn;15:00/22:00;15:00/22:00;15:00/22:00;15:00/22:00;15:00/22:00;13:00/22:00;13:30/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;04/05/2021 16:14;13/01/2022 16:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;38;M3 7DW;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:30;6254d24d39b42416a63af3029cbe43ff
